image,mask,dataset,class,split
BUS-BRA/BUSBRA/Images/bus_0496-l.png,BUS-BRA/BUSBRA/Masks/mask_0496-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0633-r.png,BUS-BRA/BUSBRA/Masks/mask_0633-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0561-r.png,BUS-BRA/BUSBRA/Masks/mask_0561-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0062-l.png,BUS-BRA/BUSBRA/Masks/mask_0062-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0830-s.png,BUS-BRA/BUSBRA/Masks/mask_0830-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0307-r.png,BUS-BRA/BUSBRA/Masks/mask_0307-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0612-r.png,BUS-BRA/BUSBRA/Masks/mask_0612-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0616-l.png,BUS-BRA/BUSBRA/Masks/mask_0616-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0474-l.png,BUS-BRA/BUSBRA/Masks/mask_0474-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0502-r.png,BUS-BRA/BUSBRA/Masks/mask_0502-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0553-l.png,BUS-BRA/BUSBRA/Masks/mask_0553-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0965-l.png,BUS-BRA/BUSBRA/Masks/mask_0965-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0672-l.png,BUS-BRA/BUSBRA/Masks/mask_0672-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0737-s.png,BUS-BRA/BUSBRA/Masks/mask_0737-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0471-l.png,BUS-BRA/BUSBRA/Masks/mask_0471-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0906-l.png,BUS-BRA/BUSBRA/Masks/mask_0906-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0454-l.png,BUS-BRA/BUSBRA/Masks/mask_0454-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0396-l.png,BUS-BRA/BUSBRA/Masks/mask_0396-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0387-r.png,BUS-BRA/BUSBRA/Masks/mask_0387-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0248-r.png,BUS-BRA/BUSBRA/Masks/mask_0248-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0151-r.png,BUS-BRA/BUSBRA/Masks/mask_0151-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0045-l.png,BUS-BRA/BUSBRA/Masks/mask_0045-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0898-r.png,BUS-BRA/BUSBRA/Masks/mask_0898-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0243-r.png,BUS-BRA/BUSBRA/Masks/mask_0243-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0218-r.png,BUS-BRA/BUSBRA/Masks/mask_0218-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0102-l.png,BUS-BRA/BUSBRA/Masks/mask_0102-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0550-l.png,BUS-BRA/BUSBRA/Masks/mask_0550-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0944-l.png,BUS-BRA/BUSBRA/Masks/mask_0944-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0723-s.png,BUS-BRA/BUSBRA/Masks/mask_0723-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0677-s.png,BUS-BRA/BUSBRA/Masks/mask_0677-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0322-s.png,BUS-BRA/BUSBRA/Masks/mask_0322-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0036-l.png,BUS-BRA/BUSBRA/Masks/mask_0036-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0465-l.png,BUS-BRA/BUSBRA/Masks/mask_0465-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0875-l.png,BUS-BRA/BUSBRA/Masks/mask_0875-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1006-l.png,BUS-BRA/BUSBRA/Masks/mask_1006-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0158-r.png,BUS-BRA/BUSBRA/Masks/mask_0158-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0021-r.png,BUS-BRA/BUSBRA/Masks/mask_0021-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0805-s.png,BUS-BRA/BUSBRA/Masks/mask_0805-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0360-l.png,BUS-BRA/BUSBRA/Masks/mask_0360-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0971-l.png,BUS-BRA/BUSBRA/Masks/mask_0971-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0958-l.png,BUS-BRA/BUSBRA/Masks/mask_0958-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0517-r.png,BUS-BRA/BUSBRA/Masks/mask_0517-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1025-r.png,BUS-BRA/BUSBRA/Masks/mask_1025-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0398-l.png,BUS-BRA/BUSBRA/Masks/mask_0398-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0111-l.png,BUS-BRA/BUSBRA/Masks/mask_0111-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0488-r.png,BUS-BRA/BUSBRA/Masks/mask_0488-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0249-r.png,BUS-BRA/BUSBRA/Masks/mask_0249-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0366-r.png,BUS-BRA/BUSBRA/Masks/mask_0366-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0409-l.png,BUS-BRA/BUSBRA/Masks/mask_0409-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0971-r.png,BUS-BRA/BUSBRA/Masks/mask_0971-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0393-l.png,BUS-BRA/BUSBRA/Masks/mask_0393-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0227-l.png,BUS-BRA/BUSBRA/Masks/mask_0227-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0578-l.png,BUS-BRA/BUSBRA/Masks/mask_0578-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0441-r.png,BUS-BRA/BUSBRA/Masks/mask_0441-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0786-s.png,BUS-BRA/BUSBRA/Masks/mask_0786-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0335-l.png,BUS-BRA/BUSBRA/Masks/mask_0335-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0066-l.png,BUS-BRA/BUSBRA/Masks/mask_0066-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0229-r.png,BUS-BRA/BUSBRA/Masks/mask_0229-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1020-r.png,BUS-BRA/BUSBRA/Masks/mask_1020-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0513-r.png,BUS-BRA/BUSBRA/Masks/mask_0513-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0328-l.png,BUS-BRA/BUSBRA/Masks/mask_0328-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1024-l.png,BUS-BRA/BUSBRA/Masks/mask_1024-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0052-l.png,BUS-BRA/BUSBRA/Masks/mask_0052-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0453-l.png,BUS-BRA/BUSBRA/Masks/mask_0453-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0809-s.png,BUS-BRA/BUSBRA/Masks/mask_0809-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1023-r.png,BUS-BRA/BUSBRA/Masks/mask_1023-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0405-r.png,BUS-BRA/BUSBRA/Masks/mask_0405-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0271-l.png,BUS-BRA/BUSBRA/Masks/mask_0271-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0668-l.png,BUS-BRA/BUSBRA/Masks/mask_0668-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0007-l.png,BUS-BRA/BUSBRA/Masks/mask_0007-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0219-l.png,BUS-BRA/BUSBRA/Masks/mask_0219-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0161-r.png,BUS-BRA/BUSBRA/Masks/mask_0161-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0562-l.png,BUS-BRA/BUSBRA/Masks/mask_0562-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0624-r.png,BUS-BRA/BUSBRA/Masks/mask_0624-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1060-s.png,BUS-BRA/BUSBRA/Masks/mask_1060-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0374-l.png,BUS-BRA/BUSBRA/Masks/mask_0374-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0933-l.png,BUS-BRA/BUSBRA/Masks/mask_0933-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1004-l.png,BUS-BRA/BUSBRA/Masks/mask_1004-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0373-r.png,BUS-BRA/BUSBRA/Masks/mask_0373-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0454-r.png,BUS-BRA/BUSBRA/Masks/mask_0454-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0092-l.png,BUS-BRA/BUSBRA/Masks/mask_0092-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0476-r.png,BUS-BRA/BUSBRA/Masks/mask_0476-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1057-r.png,BUS-BRA/BUSBRA/Masks/mask_1057-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0148-l.png,BUS-BRA/BUSBRA/Masks/mask_0148-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0187-r.png,BUS-BRA/BUSBRA/Masks/mask_0187-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1006-r.png,BUS-BRA/BUSBRA/Masks/mask_1006-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0548-r.png,BUS-BRA/BUSBRA/Masks/mask_0548-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0280-l.png,BUS-BRA/BUSBRA/Masks/mask_0280-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0536-r.png,BUS-BRA/BUSBRA/Masks/mask_0536-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0413-l.png,BUS-BRA/BUSBRA/Masks/mask_0413-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0941-l.png,BUS-BRA/BUSBRA/Masks/mask_0941-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0409-r.png,BUS-BRA/BUSBRA/Masks/mask_0409-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0652-l.png,BUS-BRA/BUSBRA/Masks/mask_0652-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0630-r.png,BUS-BRA/BUSBRA/Masks/mask_0630-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0969-r.png,BUS-BRA/BUSBRA/Masks/mask_0969-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1056-l.png,BUS-BRA/BUSBRA/Masks/mask_1056-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0283-l.png,BUS-BRA/BUSBRA/Masks/mask_0283-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0012-r.png,BUS-BRA/BUSBRA/Masks/mask_0012-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0198-l.png,BUS-BRA/BUSBRA/Masks/mask_0198-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0668-r.png,BUS-BRA/BUSBRA/Masks/mask_0668-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0695-r.png,BUS-BRA/BUSBRA/Masks/mask_0695-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0910-r.png,BUS-BRA/BUSBRA/Masks/mask_0910-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0190-l.png,BUS-BRA/BUSBRA/Masks/mask_0190-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0237-l.png,BUS-BRA/BUSBRA/Masks/mask_0237-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0258-l.png,BUS-BRA/BUSBRA/Masks/mask_0258-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0126-s.png,BUS-BRA/BUSBRA/Masks/mask_0126-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0484-r.png,BUS-BRA/BUSBRA/Masks/mask_0484-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0642-r.png,BUS-BRA/BUSBRA/Masks/mask_0642-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0866-r.png,BUS-BRA/BUSBRA/Masks/mask_0866-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0534-r.png,BUS-BRA/BUSBRA/Masks/mask_0534-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1038-r.png,BUS-BRA/BUSBRA/Masks/mask_1038-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0054-s.png,BUS-BRA/BUSBRA/Masks/mask_0054-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0533-l.png,BUS-BRA/BUSBRA/Masks/mask_0533-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0564-l.png,BUS-BRA/BUSBRA/Masks/mask_0564-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0575-l.png,BUS-BRA/BUSBRA/Masks/mask_0575-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0862-l.png,BUS-BRA/BUSBRA/Masks/mask_0862-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0692-s.png,BUS-BRA/BUSBRA/Masks/mask_0692-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0377-l.png,BUS-BRA/BUSBRA/Masks/mask_0377-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0964-r.png,BUS-BRA/BUSBRA/Masks/mask_0964-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0527-l.png,BUS-BRA/BUSBRA/Masks/mask_0527-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0088-s.png,BUS-BRA/BUSBRA/Masks/mask_0088-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0578-r.png,BUS-BRA/BUSBRA/Masks/mask_0578-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0928-r.png,BUS-BRA/BUSBRA/Masks/mask_0928-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1063-r.png,BUS-BRA/BUSBRA/Masks/mask_1063-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0423-r.png,BUS-BRA/BUSBRA/Masks/mask_0423-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0314-l.png,BUS-BRA/BUSBRA/Masks/mask_0314-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0380-r.png,BUS-BRA/BUSBRA/Masks/mask_0380-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0635-l.png,BUS-BRA/BUSBRA/Masks/mask_0635-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0680-s.png,BUS-BRA/BUSBRA/Masks/mask_0680-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0903-l.png,BUS-BRA/BUSBRA/Masks/mask_0903-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0659-r.png,BUS-BRA/BUSBRA/Masks/mask_0659-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0265-s.png,BUS-BRA/BUSBRA/Masks/mask_0265-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0303-l.png,BUS-BRA/BUSBRA/Masks/mask_0303-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0599-r.png,BUS-BRA/BUSBRA/Masks/mask_0599-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0588-r.png,BUS-BRA/BUSBRA/Masks/mask_0588-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0429-r.png,BUS-BRA/BUSBRA/Masks/mask_0429-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0278-s.png,BUS-BRA/BUSBRA/Masks/mask_0278-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0344-l.png,BUS-BRA/BUSBRA/Masks/mask_0344-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0768-s.png,BUS-BRA/BUSBRA/Masks/mask_0768-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0968-l.png,BUS-BRA/BUSBRA/Masks/mask_0968-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0604-l.png,BUS-BRA/BUSBRA/Masks/mask_0604-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0424-l.png,BUS-BRA/BUSBRA/Masks/mask_0424-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0067-l.png,BUS-BRA/BUSBRA/Masks/mask_0067-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0399-l.png,BUS-BRA/BUSBRA/Masks/mask_0399-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1037-r.png,BUS-BRA/BUSBRA/Masks/mask_1037-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0569-r.png,BUS-BRA/BUSBRA/Masks/mask_0569-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0444-l.png,BUS-BRA/BUSBRA/Masks/mask_0444-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0068-r.png,BUS-BRA/BUSBRA/Masks/mask_0068-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0357-l.png,BUS-BRA/BUSBRA/Masks/mask_0357-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1019-l.png,BUS-BRA/BUSBRA/Masks/mask_1019-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0345-l.png,BUS-BRA/BUSBRA/Masks/mask_0345-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0205-r.png,BUS-BRA/BUSBRA/Masks/mask_0205-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0153-r.png,BUS-BRA/BUSBRA/Masks/mask_0153-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0356-r.png,BUS-BRA/BUSBRA/Masks/mask_0356-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0496-r.png,BUS-BRA/BUSBRA/Masks/mask_0496-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0440-l.png,BUS-BRA/BUSBRA/Masks/mask_0440-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0462-l.png,BUS-BRA/BUSBRA/Masks/mask_0462-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0027-l.png,BUS-BRA/BUSBRA/Masks/mask_0027-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0754-s.png,BUS-BRA/BUSBRA/Masks/mask_0754-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0923-r.png,BUS-BRA/BUSBRA/Masks/mask_0923-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0524-r.png,BUS-BRA/BUSBRA/Masks/mask_0524-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0467-l.png,BUS-BRA/BUSBRA/Masks/mask_0467-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0415-r.png,BUS-BRA/BUSBRA/Masks/mask_0415-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0638-r.png,BUS-BRA/BUSBRA/Masks/mask_0638-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1064-r.png,BUS-BRA/BUSBRA/Masks/mask_1064-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0003-l.png,BUS-BRA/BUSBRA/Masks/mask_0003-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0530-r.png,BUS-BRA/BUSBRA/Masks/mask_0530-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0930-l.png,BUS-BRA/BUSBRA/Masks/mask_0930-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0151-l.png,BUS-BRA/BUSBRA/Masks/mask_0151-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0853-r.png,BUS-BRA/BUSBRA/Masks/mask_0853-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0982-r.png,BUS-BRA/BUSBRA/Masks/mask_0982-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0243-l.png,BUS-BRA/BUSBRA/Masks/mask_0243-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0530-l.png,BUS-BRA/BUSBRA/Masks/mask_0530-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0567-r.png,BUS-BRA/BUSBRA/Masks/mask_0567-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0447-r.png,BUS-BRA/BUSBRA/Masks/mask_0447-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0963-r.png,BUS-BRA/BUSBRA/Masks/mask_0963-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0171-r.png,BUS-BRA/BUSBRA/Masks/mask_0171-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0746-s.png,BUS-BRA/BUSBRA/Masks/mask_0746-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0845-s.png,BUS-BRA/BUSBRA/Masks/mask_0845-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0176-l.png,BUS-BRA/BUSBRA/Masks/mask_0176-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0086-l.png,BUS-BRA/BUSBRA/Masks/mask_0086-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0603-l.png,BUS-BRA/BUSBRA/Masks/mask_0603-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0635-r.png,BUS-BRA/BUSBRA/Masks/mask_0635-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0310-r.png,BUS-BRA/BUSBRA/Masks/mask_0310-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0029-s.png,BUS-BRA/BUSBRA/Masks/mask_0029-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1064-l.png,BUS-BRA/BUSBRA/Masks/mask_1064-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0392-l.png,BUS-BRA/BUSBRA/Masks/mask_0392-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0445-r.png,BUS-BRA/BUSBRA/Masks/mask_0445-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0758-s.png,BUS-BRA/BUSBRA/Masks/mask_0758-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0586-r.png,BUS-BRA/BUSBRA/Masks/mask_0586-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0612-l.png,BUS-BRA/BUSBRA/Masks/mask_0612-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0256-r.png,BUS-BRA/BUSBRA/Masks/mask_0256-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0514-r.png,BUS-BRA/BUSBRA/Masks/mask_0514-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0355-s.png,BUS-BRA/BUSBRA/Masks/mask_0355-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0220-r.png,BUS-BRA/BUSBRA/Masks/mask_0220-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0277-r.png,BUS-BRA/BUSBRA/Masks/mask_0277-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0179-r.png,BUS-BRA/BUSBRA/Masks/mask_0179-r.png,BUS-BRA,unknown,train
